x_1,x_2,Label
0.026026,0.081356,M
0.518617,0.017263,I
-0.020897,0.038048,I
0.304389,-0.006606,M
-0.53514,-0.657525,M
0.08802,0.200581,I
0.468188,0.584829,A
0.169335,0.160695,M
0.053526,-0.044821,C
-0.017863,0.033094,I
0.916369,-0.085876,A
-0.320048,0.427347,N
0.590644,-0.072841,I
-0.040495,-0.077021,N
-0.015323,-0.79121,M
0.511328,0.557054,A
-0.022911,-0.011433,A
-0.21031,0.037586,A
-0.20457,0.042021,A
0.343909,-0.042047,M
-0.273605,-0.95352,I
0.0356,-0.955128,I
-0.120512,0.61136,N
0.461979,-0.435555,M
-0.081747,-0.047646,A
0.214329,0.075521,M
-0.248889,-0.925924,I
-0.0594,0.49515,A
-0.322727,0.445251,N
0.2417,0.057518,M
-0.015475,-0.689364,M
-0.032128,-0.060627,N
-0.379886,-0.012031,N
0.110433,0.100072,M
0.391607,0.242275,I
-0.148965,-0.093421,N
0.497708,-0.306889,I
0.445175,-0.495264,M
-0.236754,-0.895828,I
-0.037429,-0.823114,M
0.954579,0.134391,A
-0.722595,0.605875,C
0.155309,-0.803084,I
-0.00607,-0.889757,I
-0.815694,0.352439,C
-0.637837,0.719332,C
-0.266862,-0.017779,N
-0.02285,0.502581,A
0.392104,-0.707583,I
0.0913,-0.837205,M
0.225673,0.768511,N
0.075058,-0.168911,C
0.38704,-0.074149,M
-0.225097,-0.036554,N
-0.189052,0.371777,A
-0.357918,0.152567,N
-0.168903,-0.10718,N
0.067883,-0.298848,C
0.381002,0.541532,A
-0.039989,0.131062,I
0.490021,-0.563749,I
-0.112818,-0.801662,M
0.047364,0.090133,M
-0.035092,-0.069902,N
0.154167,0.796785,N
-0.218725,-0.124852,N
-0.205107,0.561852,N
-0.072951,-0.282181,C
0.229715,0.1099,M
-0.17731,0.613416,N
0.166326,-0.699645,M
-0.000739,0.015586,M
-0.795949,-0.117403,C
0.379841,-0.049685,M
0.185678,0.599007,A
0.134339,0.294249,I
0.040304,0.11835,M
0.435383,0.109287,I
-0.460897,-0.360791,C
-0.339267,0.030871,N
0.327856,0.595671,A
-0.241841,0.438421,N
-0.392855,-0.801029,M
-0.253583,-0.018415,N
0.344778,-0.715414,I
0.419179,-0.329057,M
0.092208,-0.049429,C
0.408271,0.611356,A
-0.152065,-0.121493,N
0.678809,0.478947,A
-0.469711,0.795688,C
-0.430046,-0.848648,M
0.091288,-0.781645,M
0.681027,0.694925,N
0.08332,0.657877,N
-0.166694,0.01772,A
-0.222745,-0.963998,I
0.05174,-0.366439,C
-0.824063,-0.497886,M
-0.108773,-0.107926,N
-0.477556,-0.830706,M
-0.23812,0.251674,A
0.180089,-0.823302,I
-0.060448,-0.031175,A
0.206392,0.727647,N
0.714998,0.540956,N
-0.047354,0.090365,I
-0.16214,0.394029,A
0.819098,0.48239,N
0.544906,-0.001812,I
-0.171196,-0.009033,A
0.222148,0.234015,I
-0.128802,-0.025108,A
-0.162865,0.704771,N
0.377247,0.013129,M
0.392935,-0.26527,M
0.324113,0.656051,A
0.69839,0.621953,N
-0.013358,-0.9637,I
-0.003968,0.167587,I
0.033253,-0.012732,C
0.142853,-0.165259,C
-0.311363,0.241886,A
-0.003006,-0.023614,N
-0.017105,-0.02441,A
-0.3747,0.040431,N
0.103405,-0.163244,C
-0.46667,0.161725,N
0.231021,0.114977,M
-0.808286,0.428797,C
0.011528,0.001312,C
-0.539365,-0.2974,C
0.124814,0.111003,M
-0.00495,0.021235,I
0.175805,0.116029,M
0.05855,0.109108,M
-0.36539,0.03511,N
-0.134285,-0.036003,A
0.129098,-0.286303,C
0.065219,0.00882,C
0.799887,0.270442,A
0.213694,0.690431,N
0.685466,0.298273,A
0.923624,0.251267,N
0.428513,-0.113495,M
0.435131,-0.410958,M
-0.490093,0.785422,C
0.263974,0.080773,M
-0.174731,-0.02298,N
-0.111479,0.029915,A
0.487969,-0.206094,M
0.903577,0.211438,A
-0.02683,0.033614,I
-0.836699,0.367831,C
0.41415,0.030654,M
-0.712813,-0.106627,C
-0.279233,-0.121849,N
0.169909,0.115841,M
-0.434909,0.199051,N
0.255878,0.605484,A
0.022673,0.582275,A
0.082053,-0.120555,C
0.633677,-0.158219,I
-0.079457,-0.124423,N
-0.347729,0.075689,N
0.641389,0.573764,A
-0.295884,0.246136,A
0.293825,0.646944,A
-0.237786,-0.957926,I
0.100518,0.148638,M
-0.003438,0.049491,I
-0.158997,-0.326184,C
0.178465,-0.618287,M
-0.854725,0.313433,C
-0.039616,-0.051296,N
-0.138912,-0.406823,C
0.380008,-0.037733,M
0.554719,-0.314211,I
-0.143516,0.324994,A
-0.36584,-0.0049,N
0.053349,-0.972533,I
-0.296043,0.415161,N
0.24912,0.243946,I
0.030278,0.168739,I
0.086647,-0.073192,C
-0.042835,-0.016237,A
0.519474,0.7182,N
-0.475296,0.852902,C
0.19682,0.597125,A
0.08377,-0.129021,C
-0.669371,-0.258477,C
-0.146162,0.404063,A
0.308426,0.232227,I
-0.207193,0.153488,A
0.51551,-0.043033,I
0.36128,0.072453,M
0.119224,0.108542,M
0.037831,0.079916,M
0.122566,-0.28829,C
0.428435,-0.099723,M
-0.632237,-0.048923,C
0.042245,-0.009076,C
-0.019704,0.0464,I
0.329885,0.052691,M
-0.369999,0.018748,N
0.090253,-0.078818,C
0.413973,0.152844,I
-0.136156,0.576662,N
0.016751,-0.326836,C
-0.006701,-0.314191,C
0.005002,0.054783,M
0.348356,-0.018927,M
0.304907,0.796184,N
-0.366368,0.250269,N
0.956509,0.023227,A
-0.250088,0.316882,A
0.358275,-0.031667,M
0.318306,0.810082,N
-0.299996,0.315676,N
0.468505,-0.603429,I
0.44617,0.122544,I
0.166653,0.220326,I
0.451349,-0.236813,M
-0.389569,0.056734,N
0.025965,-0.015823,C
-0.731688,0.550387,C
-0.800168,-0.050509,C
-0.236675,-0.019133,N
-0.135619,0.604498,N
0.013365,0.57596,A
-0.295265,0.010715,A
-0.368284,0.087239,N
-0.047546,-0.760868,M
0.416809,-0.191969,M
-0.21445,-0.113531,N
-0.255302,-0.016759,A
-0.051804,0.088817,I
0.624498,-0.320503,I
-0.283862,0.113363,A
-0.03515,0.132028,I
0.500345,-0.249969,I
-0.003116,-0.014062,N
0.490031,-0.548275,I
0.069568,-0.309542,C
-0.231132,-0.040463,N
0.261383,-0.80752,I
0.343375,-0.323111,M
-0.549339,-0.760788,M
0.863581,0.249065,A
0.392795,-0.480894,M
-0.118575,-0.129568,N
-0.777724,0.101789,C
-0.005184,0.010156,I
0.453831,-0.562492,I
0.135117,0.207542,I
0.023824,0.66951,N
-0.56973,-0.307738,C
-0.183424,0.420203,A
0.009882,0.155117,I
0.02959,0.1016,M
0.347696,-0.730651,I
0.30494,0.210739,M
-0.37549,-0.899574,I
-0.018183,-0.045512,N
0.407289,0.033707,M
0.42302,-0.436325,M
-0.731233,-0.07576,C
0.379148,-0.545026,M
-0.655767,-0.236587,C
0.112564,-0.140764,C
-0.428249,0.157494,N
0.430962,0.564675,A
0.28982,0.10619,M
-0.450884,0.317249,N
-0.787102,0.572685,C
0.133834,0.671938,A
-0.030683,0.048761,I
-0.516313,-0.256946,C
-0.36956,-0.835061,M
-0.624314,-0.003763,C
0.472199,0.67914,N
0.609317,0.565893,A
0.35115,0.130671,M
0.367415,0.613777,A
0.202246,0.115387,M
0.14541,-0.674441,M
-0.332913,0.297826,N
0.112703,0.101737,M
-0.314728,0.128283,A
0.520601,-0.253216,M
-0.779006,-0.078549,C
0.449709,-0.279532,M
0.059046,0.11179,M
0.487036,0.755381,N
0.660338,0.505098,A
-0.338319,0.319433,A
0.399447,-0.252,M
-0.209799,0.059393,A
0.237232,0.122196,M
0.438318,-0.489859,M
-0.12862,0.016114,A
0.265599,0.589016,A
0.460823,-0.11475,M
-0.325573,0.94065,C
0.268254,0.136664,M
-0.170062,-0.394164,C
-0.414203,0.266811,N
0.077602,0.131663,M
-0.603207,-0.291467,C
-0.332949,0.498086,N
0.202903,-0.747506,M
-0.360617,0.030119,N
-0.220119,0.493875,N
-0.133865,-0.36042,C
0.165788,-0.194081,C
-0.411991,0.88985,C
-0.006738,-0.029034,N
-0.237356,0.379118,A
0.857433,0.28634,A
0.031311,-0.402665,C
0.056237,-0.015034,C
0.169853,-0.838337,I
-0.219499,0.530281,N
-0.379544,0.010008,N
0.088317,-0.289279,C
-0.423775,0.066015,N
0.407537,-0.396959,M
0.278531,0.554276,A
-0.395414,0.221631,N
0.003341,0.011944,M
-0.422099,0.221089,N
-0.739391,-0.089172,C
-0.009782,-0.009162,A
0.050545,-0.966473,I
-0.281144,-0.910367,I
-0.740549,0.045545,C
0.419076,0.043082,M
0.132625,0.167238,M
-0.152857,0.583015,N
0.248442,0.223033,I
-0.429992,-0.290104,C
-0.014425,-0.038601,N
0.89622,0.075328,A
0.035553,0.081392,M
0.542112,-0.121273,I
-0.621807,-0.068098,C
-0.008694,0.042733,I
-0.374738,-0.010146,N
-0.388534,0.261778,N
-0.240678,-0.911137,I
-0.722356,0.414771,C
-0.092582,-0.457418,C
0.22806,0.193457,I
0.542962,-0.414569,I
0.312613,-0.575051,M
-0.251815,0.440621,A
-0.018846,-0.834754,M
0.058034,-0.797852,I
-0.264757,0.202412,A
-0.606483,0.658425,C
0.020319,-0.818312,M
-0.677588,-0.152506,C
-0.128522,-0.045165,A
-0.111876,-0.051653,A
0.198203,0.715192,N
0.578626,0.655266,N
-0.100829,-0.110826,N
0.056855,-0.040859,C
0.286265,0.574117,A
-0.702947,-0.131509,C
0.034952,0.115449,M
0.190379,0.572918,A
-0.023623,0.065058,I
-0.225317,0.225059,A
-0.290016,0.544958,N
0.000478,0.139027,I
0.367359,-0.330724,M
-0.730361,0.284888,C
0.133466,-0.709907,M
-0.090794,-0.429189,C
0.59712,-0.131936,I
-0.766312,0.471179,C
0.147587,-0.237541,C
0.752536,0.380736,A
0.312782,0.013241,M
0.14165,0.274915,I
0.331646,-0.633368,M
0.481614,0.052777,I
-0.109132,0.616541,N
-0.196299,0.662258,N
-0.731515,-0.090954,C
0.012165,-0.002413,C
-0.369529,0.462914,N
-0.355304,-0.368515,C
-0.163953,-0.087067,N
0.408705,-0.512524,M
-0.010923,0.067536,I
0.547475,-0.421833,I
0.364665,0.711109,N
0.028277,-0.271184,C
-0.381952,0.401161,N
0.390278,0.000439,M
0.918374,-0.09412,A
0.135545,-0.149016,C
0.001763,-0.000367,C
-0.073445,-0.029144,A
-0.410946,-0.813923,M
0.337029,0.219273,I
0.619503,-0.390948,I
-0.18267,-0.372727,C
0.186299,0.699356,N
0.008861,-0.406785,C
-0.023147,0.109196,I
0.467217,0.094587,I
0.904682,0.05866,A
0.165756,0.088787,M
0.619301,-0.392765,I
-0.144617,0.662946,N
-0.115126,-0.030211,A
-0.141971,0.374899,A
-0.216091,0.0878,A
0.064552,0.240331,I
0.265366,0.259378,I
0.064404,0.734931,N
0.222585,0.201524,I
-0.340768,0.485699,N
0.351781,-0.47081,M
-0.064976,-0.064307,N
0.383573,0.157588,I
-0.044437,0.647808,N
0.266575,0.267256,I
-0.721676,0.492966,C
0.459181,-0.241261,M
-0.668855,-0.151224,C
-0.626103,0.750792,C
0.434338,-0.245462,M
0.092193,-0.122393,C
-0.198546,-0.486986,C
-0.125137,-0.066327,A
-0.415097,0.282132,N
-0.635732,0.694031,C
0.145782,0.131069,M
-0.184093,-0.442532,C
-0.324756,0.886368,C
0.755909,0.407121,A
0.654255,0.468948,A
0.026282,0.727471,N
-0.078514,0.49167,A
0.521631,-0.332374,I
0.030949,0.097423,M
-0.057365,0.606214,A
0.589859,-0.282761,I
0.042373,0.095656,M
-0.278055,-0.000481,A
0.409175,0.749333,N
0.279215,0.237981,I
-0.025367,-0.902424,I
0.437988,0.728433,N
-0.108742,0.5127,A
0.110623,-0.711394,M
-0.576903,-0.175204,C
-0.001216,0.201437,I
-0.195036,0.20348,A
0.051892,0.190913,I
0.354818,0.64796,A
-0.751707,0.449354,C
-0.288537,0.543479,N
-0.664473,0.711044,C
-0.225743,0.595795,N
0.22828,0.302884,I
-0.353593,-0.35901,C
-0.385788,0.014935,N
0.062269,-0.038888,C
-0.68668,0.648337,C
0.429564,0.649806,A
0.207204,-0.653893,M
0.984273,0.015612,A
0.384818,0.73965,N
-0.02229,0.070788,I
-0.251463,-0.35995,C
-0.330249,0.352587,N
0.030684,0.08569,M
-0.387456,-0.386839,C
-0.254609,-0.35034,C
0.409974,0.162184,I
0.136263,-0.859439,I
0.092264,0.181092,I
-0.29367,0.172663,A
0.297908,0.700431,A
0.558804,-0.112994,I
0.116243,0.291759,I
0.369472,0.22287,I
0.019449,0.143719,I
0.171072,0.215127,I
-0.119773,0.538143,A
0.933757,-0.139968,A
-0.244879,-0.078821,N
0.037741,-0.013278,C
-0.116943,0.304373,A
0.981888,-0.064393,A
-0.020269,-0.019325,A
-0.360928,0.204594,N
0.395744,0.175929,I
-0.62125,-0.247495,C
0.092409,0.642519,A
-0.466766,0.864426,C
0.728217,0.646813,N
0.095281,-0.135973,C
0.125812,0.163423,M
0.038997,-0.888122,I
0.920197,-0.359691,A
0.144094,-0.195977,C
-0.097987,-0.407673,C
-0.2662,0.403137,A
0.438764,-0.589106,I
0.195919,-0.61172,M
-0.036561,-0.343127,C
0.444599,0.251293,I
-0.827522,0.089675,C
0.676115,0.461072,A
0.053945,-0.041422,C
0.636959,-0.088869,I
0.092701,-0.156897,C
-0.006745,0.168699,I
-0.649446,-0.580058,M
0.354705,0.565732,A
-0.204478,-0.059083,N
-0.36072,-0.77228,M
-0.002516,-0.008643,N
0.378789,-0.373706,M
-0.770748,0.445781,C
0.954317,0.175907,A
0.140784,-0.162817,C
0.091718,-0.153991,C
-0.286056,-0.857949,M
0.388683,-0.634104,I
0.027959,0.160211,M
0.001363,0.037383,M
-0.009746,-0.014177,N
0.407024,0.023146,M
-0.26261,0.173346,A
0.145333,0.183711,I
-0.258361,0.518737,N
-0.222478,0.432197,A
-0.002324,0.061969,I
0.023208,0.070071,M
0.20546,0.176181,M
-0.014277,0.081983,I
-0.216798,0.070088,A
0.264927,-0.826764,I
-0.775169,0.245656,C
-0.014224,0.022956,I
-0.284082,0.077481,A
-0.0044,-0.941178,I
0.467229,-0.182206,M
-0.257365,0.202477,A
-0.200067,-0.767098,M
0.063672,0.065599,M
0.395551,-0.495125,M
0.139864,-0.920218,I
0.549142,0.51222,A
-0.06512,-0.040742,A
-0.441252,0.296303,N
-0.094294,-0.088947,N
-0.393342,0.224482,N
0.621661,0.476639,A
0.2525,0.220866,M
-0.123129,-0.09778,N
-0.37508,0.36892,N
-0.796923,0.168602,C
-0.799812,0.30325,C
-0.410411,0.078676,N
-0.13069,0.604968,N
0.595075,-0.218516,I
0.011855,0.048379,M
-0.244842,0.001833,N
-0.13552,0.015704,A
-0.200162,0.156452,A
0.572471,-0.4532,I
-0.27368,-0.485944,C
-0.447946,-0.412468,C
-0.219805,-0.377798,C
-0.25031,0.552461,N
-0.635556,-0.290837,C
0.131547,-0.091135,C
-0.820855,0.232587,C
-0.190455,-0.056433,N
-0.249726,0.259123,A
-0.238077,0.021527,A
-0.144122,-0.788294,M
-0.554327,-0.290264,C
-0.071198,-0.401823,C
-0.012088,0.017664,I
-0.2363,-0.860731,M
0.059821,-0.175946,C
-0.295259,0.040764,A
0.569689,-0.109493,I
-0.196892,0.011695,A
0.082758,-0.245688,C
-0.26075,0.156794,A
-0.121489,-0.118389,N
0.277899,0.199113,I
-0.683108,-0.677059,M
0.092497,-0.133524,C
-0.645795,-0.222765,C
0.879015,0.159556,A
-0.107721,-0.4333,C
0.230414,0.186859,M
-0.624347,-0.718133,M
-0.453867,-0.763921,M
-0.256389,0.051204,A
-0.384362,-0.417809,C
0.357599,0.148162,I
0.727458,0.561221,N
-0.442745,-0.355672,C
-0.153546,-0.827849,M
0.434877,-0.543592,M
-0.295715,-0.023656,N
0.456107,-0.102552,M
0.481859,-0.281207,M
0.96258,-0.23646,A
-0.176068,-0.94269,I
-0.016513,0.114034,I
-0.0167,-0.012739,A
0.241555,-0.665031,M
0.098973,0.565316,A
0.072156,-0.090089,C
-0.110491,0.427438,A
-0.090247,0.008191,A
-0.048038,-0.064491,N
0.006171,0.643699,N
-0.425531,0.01145,N
0.651925,-0.179313,I
-0.118477,0.448508,A
-0.147051,0.018657,A
-0.018341,-0.824961,I
0.139904,-0.12323,C
0.608375,-0.137523,I
0.037384,0.1591,I
-0.052007,-0.07494,N
0.38286,-0.713081,I
-0.044784,0.125262,I
-0.025746,0.100165,I
0.07919,0.122931,M
-0.023419,-0.083599,N
0.245683,0.165915,I
0.066535,-0.0567,C
0.31119,0.050513,M
-0.492069,-0.289106,C
0.201686,-0.684863,M
-0.721762,0.658764,C
0.02254,0.761819,N
-0.086403,-0.096898,N
0.267873,0.635162,A
0.969828,0.206642,N
0.405823,0.117477,M
0.498889,-0.003262,I
0.071909,-0.356493,C
0.116094,-0.262753,C
-0.681449,-0.57895,M
-0.101211,-0.00139,A
0.605309,0.671134,N
0.000264,-0.015601,N
-0.096717,-0.391923,C
0.517398,-0.033848,I
-0.000627,-0.000779,N
0.136854,0.153758,M
0.058899,-0.857351,I
0.171961,-0.826877,I
0.517999,0.561789,A
0.857527,0.4572,N
-0.178065,0.065813,A
-0.087819,-0.029427,A
-0.801259,-0.038009,C
-0.092717,-0.137975,N
0.852039,0.480924,N
-0.24264,-0.833369,I
0.134409,-0.130066,C
0.188223,-0.65274,M
-0.01714,-0.055422,N
0.161301,-0.711491,M
0.233604,0.073349,M
0.155519,-0.183906,C
-0.169112,0.045917,A
0.085514,0.218725,I
0.536406,-0.031107,I
0.073989,-0.740059,M
0.516616,-0.594967,I
-0.130556,-0.063613,A
0.574657,-0.212023,I
0.947219,0.231067,A
-0.180846,0.554785,N
-0.051554,0.117187,I
0.287469,0.680522,N
0.796123,0.140132,A
-0.322627,0.038068,N
0.124528,-0.107688,C
-0.628766,-0.180389,C
0.367688,0.573606,A
-0.039018,-0.013256,A
-0.657667,-0.080146,C
-0.355269,-0.029257,N
0.896748,0.104192,A
-0.296899,-0.055603,N
0.689324,0.513514,A
0.358891,-0.529333,M
0.894057,-0.408588,A
0.571819,0.089076,I
-0.797019,0.034364,C
-0.22212,0.745572,N
-0.268328,0.163204,A
0.14432,0.613376,A
-0.251248,-0.492753,C
-0.107904,-0.036851,A
0.91542,-0.136802,A
-0.191751,0.072618,A
-0.130576,0.574465,N
-0.295256,0.039298,N
-0.059092,-0.91167,I
-0.671815,0.61852,C
0.001716,0.0143,I
0.612561,0.021065,I
-0.442196,0.416588,N
-0.467092,-0.394695,C
-0.095208,-0.057108,A
-0.352222,-0.889601,I
0.599757,0.538092,A
-0.252809,-0.431494,C
-0.041495,0.502792,A
0.739473,0.543942,N
0.029634,-0.643046,M
-0.135173,0.667589,N
0.581875,-0.184159,I
-0.007772,0.025654,I
0.6251,-0.312677,I
0.135521,-0.830382,I
0.303857,0.022114,M
-0.294171,-0.426734,C
0.672826,0.40779,A
0.25643,0.194526,I
-0.008493,-0.017224,N
0.638734,-0.266079,I
-0.756164,0.368026,C
0.003828,0.129369,I
-0.105834,-0.978087,I
-0.043042,-0.024263,A
0.289028,0.160633,M
0.39419,-0.409383,M
-0.391253,-0.328234,C
0.25049,0.320382,I
0.630814,0.560073,N
0.429678,-0.127126,M
0.117289,-0.150541,C
0.273423,-0.81577,I
-0.008122,0.037334,M
-0.203637,-0.001174,N
0.223623,0.123068,M
0.420574,0.119742,I
-0.245301,0.178989,A
-0.244224,0.506063,N
-0.200124,-0.060405,N
0.45786,0.700149,N
0.341829,-0.439156,M
-0.076571,-0.041339,A
-0.83787,0.245779,C
0.146692,-0.165622,C
-0.202665,0.475951,A
-0.022298,0.053772,I
-0.085073,0.671165,N
-0.265139,0.920154,C
0.089839,-0.112319,C
-0.530436,0.774571,C
0.874125,-0.028034,A
0.243186,0.182186,I
0.14168,-0.170189,C
-0.103251,-0.091903,N
0.122406,-0.171672,C
-0.017618,-0.045305,N
0.539539,-0.179814,M
-0.042521,0.126681,I
0.375117,-0.118797,M
-0.141468,0.413561,A
0.314874,0.550889,A
0.065273,-0.045587,C
0.117039,-0.269982,C
0.586606,-0.229566,I
-0.348253,-0.781925,M
-0.038747,-0.407645,C
0.007565,-0.313571,C
0.091856,-0.86491,I
-0.26121,0.153671,A
-0.587148,-0.744018,M
0.034057,-0.266688,C
-0.201348,-0.014095,A
0.836914,0.224776,A
0.519234,0.519572,A
-0.010136,-0.011061,A
-0.048838,0.760787,N
0.365643,-0.179851,M
0.538481,-0.508962,I
0.145996,0.598576,A
0.060195,-0.025602,C
-0.724101,0.066464,C
0.937108,-0.279828,A
0.922007,0.060429,A
0.146476,-0.131194,C
0.566709,0.015231,I
-0.324258,0.011595,N
0.105195,-0.18526,C
-0.015207,-0.01106,A
0.853198,0.434781,N
0.118818,0.114822,M
-0.371968,0.102668,N
-0.630093,-0.764633,M
0.462359,-0.556544,I
0.261406,0.09993,M
-0.900843,0.086446,C
0.183166,-0.916258,I
-0.495752,-0.382116,C
0.038193,-0.037336,C
-0.519835,-0.344317,C
0.83033,0.300332,A
0.513727,0.670359,N
-0.006029,-0.00356,A
0.13711,-0.179211,C
-0.342646,-0.455907,C
0.441002,-0.455947,M
-0.025845,-0.948238,I
0.394636,-0.543837,M
-0.191273,-0.112381,N
-0.009399,-0.004906,A
-0.130109,0.646367,N
0.496993,-0.328813,I
0.061621,0.672116,N
-0.818949,0.031734,C
-0.102221,-0.389076,C
0.038605,-0.33787,C
-0.670038,0.589094,C
-0.215659,0.093479,A
0.045409,-0.336619,C
-0.255086,0.114624,A
-0.348173,0.336917,N
0.088007,0.523561,A
-0.370927,0.154143,N
0.13006,-0.741023,M
-0.021044,0.060455,I
-0.006767,0.108812,I
0.058832,0.16081,M
-0.030506,-0.01457,A
-0.243085,0.132508,A
0.116791,-0.161666,C
0.28004,-0.751691,I
0.484818,0.109814,I
0.369668,0.721807,N
0.014243,-0.977692,I
-0.234046,0.120518,A
0.05468,0.117087,M
0.109889,0.190178,I
-0.155904,-0.806432,M
-0.250426,-0.069353,N
0.353803,0.786454,N
0.336203,0.769967,N
-0.277059,0.377293,A
0.440289,-0.34784,M
0.397278,-0.249814,M
0.10926,-0.066345,C
-0.022093,-0.036199,N
-0.335452,0.047996,N
0.01108,0.643433,A
0.614234,-0.126504,I
0.859574,0.267986,A
-0.159523,-0.0528,N
0.009989,-0.900925,I
0.040739,0.087831,M
0.216676,-0.656085,M
-0.032784,-0.941218,I
-0.155207,-0.016017,A
0.547978,0.625744,N
0.075296,0.071769,M
-0.208175,0.611463,N
-0.000184,0.011601,M
-0.146569,-0.023426,A
0.231289,-0.892709,I
-0.062439,-0.866126,I
-0.722648,0.587271,C
0.505277,0.518451,A
-0.046516,0.500142,A
0.570651,0.515112,A
-0.602307,0.612982,C
-0.189698,-0.432087,C
-0.371849,0.044269,N
-0.646586,-0.680348,M
-0.251133,0.356028,A
-0.127806,-0.049417,N
-0.693319,0.615013,C
-0.293659,-0.000007,N
0.074758,-0.049059,C
-0.7405,-0.043022,C
-0.5583,0.772329,C
0.059103,-0.020054,C
-0.225441,-0.013498,A
-0.138975,-0.781498,M
-0.02199,0.028005,I
0.34989,0.063868,M
-0.323626,0.367519,A
-0.246003,-0.004789,N
0.063168,0.078834,M
0.082855,-0.129136,C
-0.324151,0.037079,N
-0.204249,-0.051502,N
-0.385729,0.029783,N
-0.375824,-0.412337,C
0.437334,-0.263735,M
-0.76644,-0.183744,C
0.63498,-0.172262,I
0.441388,0.59189,A
0.5625,-0.157435,I
-0.282576,0.199093,A
-0.215552,-0.962148,I
0.841781,0.426781,N
0.596299,-0.268427,I
0.38467,-0.044865,M
0.202304,0.212582,I
0.402092,-0.48308,M
0.040208,0.000161,C
0.419628,0.151353,I
0.261405,0.646706,A
0.832923,0.328546,A
0.892729,0.218096,A
-0.223167,0.017403,A
-0.029302,-0.045133,N
0.113017,-0.196688,C
0.289833,0.168525,M
-0.121331,-0.397791,C
0.066494,-0.030641,C
-0.007472,-0.381203,C
0.573175,-0.061969,I
0.670314,0.399152,A
0.125112,-0.24338,C
0.00465,0.014474,M
0.008722,0.019765,M
0.353227,0.021338,M
-0.156419,-0.750629,M
0.000872,0.012372,I
0.284382,0.762241,N
-0.016277,0.148541,I
0.83577,0.458739,N
-0.171224,0.406065,A
-0.111893,0.629257,N
-0.010411,0.016137,I
-0.30118,-0.061832,N
-0.528299,0.806817,C
0.036178,0.134031,M
0.669137,0.384927,A
0.063052,-0.046283,C
0.142743,0.205547,I
-0.120518,0.427007,A
0.071982,0.261736,I
0.465691,-0.229802,M
-0.737947,-0.000666,C
0.313425,0.037522,M
-0.653757,-0.130903,C
-0.162327,0.402809,A
0.234306,0.247296,I
-0.100939,-0.004042,A
-0.000295,-0.001573,N
0.099593,-0.28305,C
0.077061,0.204186,I
0.32051,0.104989,M
-0.34089,0.527575,N
0.469597,-0.07466,M
-0.145405,0.975015,C
0.041037,0.200484,I
-0.343001,-0.362562,C
0.617717,0.555815,N
-0.778294,-0.598483,M
-0.246375,0.329071,A
-0.050238,0.545802,A
0.42772,-0.173826,M
0.012938,0.032744,M
-0.015796,-0.027145,N
-0.118344,0.032873,A
0.978152,-0.021837,A
0.415513,-0.038396,M
0.424996,0.581861,A
0.075036,0.122704,M
0.030898,-0.004378,C
0.496662,-0.333636,I
0.342945,0.621616,A
0.587617,0.482536,A
0.384079,-0.478172,M
0.521442,-0.008029,I
0.307851,-0.610959,M
-0.144706,0.397356,A
0.341999,0.145016,I
-0.238142,-0.073578,N
-0.025957,-0.022585,A
-0.205258,-0.077051,N
-0.099028,0.701385,N
-0.800786,0.369626,C
-0.028647,-0.073425,N
-0.049648,0.190889,I
-0.145912,0.660818,N
0.566428,-0.279258,I
-0.00913,-0.018694,N
0.180056,-0.787643,M
-0.011886,-0.021086,N
0.576079,-0.286815,I
0.387895,-0.055734,M
0.79617,0.530985,N
-0.407638,0.886791,C
0.58177,-0.354631,I
0.881724,-0.415677,A
0.533691,-0.501211,I
0.588686,-0.262914,I
-0.126707,0.684918,N
0.029488,0.006545,C
-0.274276,0.090618,A
-0.287735,-0.761195,M
-0.086632,0.469571,A
-0.686523,-0.689779,M
-0.273754,0.205442,A
-0.144073,-0.029337,A
0.181995,-0.709372,M
-0.570969,-0.794514,M
0.515886,0.539074,A
0.124793,0.115492,M
0.327684,-0.799852,I
0.977163,0.134656,N
0.074294,-0.096296,C
0.463922,-0.012579,M
-0.198927,0.142068,A
0.487769,0.199275,I
0.303663,-0.679372,M
0.655755,0.550778,N
-0.270552,-0.393208,C
-0.229205,-0.094311,N
-0.322064,-0.000693,N
0.023835,-0.012264,C
0.390367,0.832836,N
-0.032955,-0.926199,I
-0.250624,0.299695,A
-0.304923,0.410678,N
-0.472059,-0.317527,C
-0.099018,-0.910616,I
0.026121,-0.464359,C
-0.730967,-0.106934,C
0.573337,-0.225594,I
0.000435,0.014396,M
-0.361437,-0.86447,M
0.579419,0.647334,N
0.875578,0.049483,A
0.378256,0.227672,I
0.287012,0.795156,N
0.003259,0.151595,M
-0.094333,-0.109102,N
0.940592,0.099016,A
-0.208152,0.340261,A
-0.099494,-0.076041,N
-0.321664,0.067479,N
-0.01334,0.017751,I
-0.073285,-0.035005,A
-0.010126,0.043239,I
0.011408,-0.004331,C
0.59273,-0.282785,I
0.609821,0.550831,A
-0.1451,0.014568,A
0.243,0.133913,M
0.458846,-0.691115,I
0.073895,0.690395,N
0.013367,0.05912,M
0.463937,0.261799,I
0.029504,-0.008138,C
-0.702514,0.637414,C
0.371592,-0.45042,M
-0.040912,-0.361968,C
0.283376,0.209604,I
0.049647,-0.363297,C
-0.025585,-0.007995,A
